,Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin,Size_ml,Price_per_ml,Popularity_Score,Usage_Encoded,Segment,Combined_Features
122,Ultra Bb Cream,Kvd Beauty,Makeup Remover,Weekly,117.39,3.6,709,250Ml,Combination,Male,Jar,Glycerin,False,Usa,250.0,0.46956,23.634953892127303,3,0,Makeup Remover Glycerin Combination Jar
123,Magic Lipstick,Tatcha,Eye Shadow,Weekly,53.38,1.7,2607,50Ml,Combination,Unisex,Jar,Shea Butter,True,Australia,50.0,1.0676,13.372776169179124,3,2,Eye Shadow Shea Butter Combination Jar
124,Ultra Exfoliator,Bite Beauty,Moisturizer,Daily,71.22,1.5,6782,150Ml,Dry,Male,Stick,Hyaluronic Acid,True,South Korea,150.0,0.4748,13.23326214141912,0,2,Moisturizer Hyaluronic Acid Dry Stick
125,Divine Serum,Charlotte Tilbury,Moisturizer,Monthly,26.05,4.4,8170,250Ml,Combination,Male,Tube,Retinol,True,Italy,250.0,0.1042,39.63672494929271,1,3,Moisturizer Retinol Combination Tube
126,Perfect Concealer,Kiehl’S,Bronzer,Weekly,136.41,1.3,7205,200Ml,Oily,Female,Bottle,Aloe Vera,False,South Korea,200.0,0.6820499999999999,11.547470078700451,3,1,Bronzer Aloe Vera Oily Bottle
127,Super Powder,Nars,Contour,Daily,97.91,2.2,7774,200Ml,Oily,Male,Stick,Aloe Vera,False,Uk,200.0,0.48955,19.709071221504356,0,1,Contour Aloe Vera Oily Stick
128,Divine Mascara,Bourjois,Bb Cream,Occasional,148.59,2.0,3949,250Ml,Normal,Male,Bottle,Retinol,True,Italy,250.0,0.59436,16.562941715790334,2,1,Bb Cream Retinol Normal Bottle
129,Ultra Face Oil,Tarte,Foundation,Daily,22.49,3.5,9078,30Ml,Sensitive,Male,Compact,Retinol,False,Italy,30.0,0.7496666666666666,31.89801766680115,0,3,Foundation Retinol Sensitive Compact
130,Perfect Lipstick,Bourjois,Concealer,Weekly,83.7,1.5,7243,30Ml,Oily,Unisex,Tube,Salicylic Acid,True,Australia,30.0,2.79,13.331893228504956,3,1,Concealer Salicylic Acid Oily Tube
131,Divine Primer,Bite Beauty,Eyeliner,Daily,145.44,2.1,2793,150Ml,Sensitive,Unisex,Jar,Glycerin,True,Japan,150.0,0.9696,16.663982033615508,0,1,Eyeliner Glycerin Sensitive Jar
132,Super Contour,Sisley,Concealer,Occasional,128.12,2.9,2377,250Ml,Combination,Unisex,Spray,Hyaluronic Acid,False,Japan,250.0,0.51248,22.544643724027107,2,1,Concealer Hyaluronic Acid Combination Spray
133,Magic Eye Shadow,Fenty Beauty,Serum,Monthly,122.23,2.4,5600,30Ml,Combination,Female,Bottle,Shea Butter,False,South Korea,30.0,4.074333333333334,20.713681037303594,1,1,Serum Shea Butter Combination Bottle
134,Divine Highlighter,Farsali,Moisturizer,Weekly,119.67,4.4,9166,150Ml,Sensitive,Male,Tube,Retinol,True,Italy,150.0,0.7978000000000001,40.14280757503182,3,3,Moisturizer Retinol Sensitive Tube
135,Ultra Powder,Clinique,Foundation,Occasional,92.43,1.7,2230,250Ml,Combination,Male,Jar,Vitamin C,False,Australia,250.0,0.36972000000000005,13.107348830535305,2,1,Foundation Vitamin C Combination Jar
136,Ultra Powder,It Cosmetics,Exfoliator,Monthly,69.14,4.6,6584,200Ml,Combination,Male,Spray,Hyaluronic Acid,True,Usa,200.0,0.3457,40.44572822521595,1,3,Exfoliator Hyaluronic Acid Combination Spray
137,Ultra Powder,Bite Beauty,Lip Gloss,Monthly,29.6,3.4,8832,50Ml,Sensitive,Female,Jar,Glycerin,False,Japan,50.0,0.5920000000000001,30.89324995493345,1,3,Lip Gloss Glycerin Sensitive Jar
138,Divine Primer,Colourpop,Cc Cream,Daily,67.61,2.4,425,250Ml,Sensitive,Male,Spray,Retinol,True,Usa,250.0,0.27044,14.53065443104649,0,0,Cc Cream Retinol Sensitive Spray
139,Perfect Cleanser,Juvia’S Place,Moisturizer,Daily,86.18,4.9,3436,150Ml,Normal,Female,Spray,Glycerin,False,Australia,150.0,0.5745333333333333,39.89753595656419,0,0,Moisturizer Glycerin Normal Spray
140,Super Makeup Remover,Milk Makeup,Contour,Daily,55.52,1.2,5117,100Ml,Dry,Male,Tube,Glycerin,True,Usa,100.0,0.5552,10.248622820063682,0,2,Contour Glycerin Dry Tube
141,Perfect Setting Spray,Pat Mcgrath Labs,Highlighter,Weekly,142.14,3.3,4548,150Ml,Normal,Female,Compact,Shea Butter,False,Germany,150.0,0.9475999999999999,27.79478693498101,3,1,Highlighter Shea Butter Normal Compact
142,Magic Eyeliner,Shiseido,Cc Cream,Weekly,149.16,4.4,6158,50Ml,Sensitive,Female,Jar,Shea Butter,True,Usa,50.0,2.9832,38.39294670502299,3,3,Cc Cream Shea Butter Sensitive Jar
143,Divine Cleanser,Sisley,Cleanser,Occasional,52.89,3.0,9595,150Ml,Sensitive,Female,Stick,Aloe Vera,False,Australia,150.0,0.3526,27.50730487187876,2,3,Cleanser Aloe Vera Sensitive Stick
144,Ultra Powder,Patrick Ta,Cleanser,Weekly,94.96,1.0,9200,30Ml,Combination,Unisex,Stick,Retinol,True,Australia,30.0,3.1653333333333333,9.127067452782361,3,1,Cleanser Retinol Combination Stick
145,Divine Lip Gloss,Farsali,Face Oil,Monthly,143.49,2.6,8066,100Ml,Sensitive,Male,Stick,Vitamin C,True,Uk,100.0,1.4349,23.388396056836136,1,1,Face Oil Vitamin C Sensitive Stick
146,Perfect Lip Liner,Huda Beauty,Lip Gloss,Weekly,62.28,3.7,7809,150Ml,Dry,Male,Jar,Glycerin,False,Uk,150.0,0.4152,33.16369289848481,3,3,Lip Gloss Glycerin Dry Jar
147,Perfect Eye Shadow,Natasha Denona,Cc Cream,Daily,149.85,1.8,7547,200Ml,Combination,Female,Bottle,Shea Butter,True,Usa,200.0,0.74925,16.072268231679192,0,1,Cc Cream Shea Butter Combination Bottle
148,Super Lip Gloss,Patrick Ta,Bronzer,Weekly,83.63,4.8,3968,30Ml,Sensitive,Male,Spray,Aloe Vera,False,Uk,30.0,2.7876666666666665,39.77409337335871,3,0,Bronzer Aloe Vera Sensitive Spray
149,Divine Highlighter,Bourjois,Mascara,Occasional,51.65,2.1,3815,250Ml,Dry,Female,Bottle,Shea Butter,True,Australia,250.0,0.2066,17.318611868393173,2,2,Mascara Shea Butter Dry Bottle
150,Magic Makeup Remover,Too Faced,Makeup Remover,Monthly,65.46,2.5,1441,200Ml,Oily,Male,Jar,Aloe Vera,False,Usa,200.0,0.3273,18.184465794612237,1,0,Makeup Remover Aloe Vera Oily Jar
151,Perfect Cleanser,Ilia Beauty,Moisturizer,Occasional,47.92,3.9,8471,100Ml,Normal,Female,Compact,Aloe Vera,True,Italy,100.0,0.4792,35.273635360396845,2,3,Moisturizer Aloe Vera Normal Compact
152,Ultra Highlighter,Shiseido,Primer,Daily,71.25,4.0,5749,150Ml,Oily,Female,Bottle,Shea Butter,False,France,150.0,0.475,34.62782053516558,0,3,Primer Shea Butter Oily Bottle
153,Ultra Lipstick,Nars,Powder,Monthly,73.09,4.8,1574,30Ml,Dry,Unisex,Spray,Vitamin C,True,Germany,30.0,2.4363333333333332,35.33765064604672,1,0,Powder Vitamin C Dry Spray
154,Super Setting Spray,Farsali,Exfoliator,Weekly,45.01,4.3,7285,150Ml,Dry,Female,Jar,Aloe Vera,False,Uk,150.0,0.30006666666666665,38.24295290354459,3,3,Exfoliator Aloe Vera Dry Jar
155,Magic Powder,Kylie Cosmetics,Mascara,Daily,127.22,3.1,9065,200Ml,Combination,Female,Spray,Hyaluronic Acid,False,Japan,200.0,0.6361,28.248087937652468,0,3,Mascara Hyaluronic Acid Combination Spray
156,Perfect Setting Spray,Sisley,Face Mask,Occasional,62.17,4.9,4328,50Ml,Dry,Unisex,Jar,Glycerin,False,Germany,50.0,1.2434,41.028150052465705,2,0,Face Mask Glycerin Dry Jar
157,Perfect Moisturizer,Rare Beauty,Eye Shadow,Daily,46.09,2.4,7298,250Ml,Dry,Unisex,Tube,Retinol,False,Usa,250.0,0.18436000000000002,21.34918231548392,0,2,Eye Shadow Retinol Dry Tube
158,Super Cleanser,Becca,Powder,Daily,132.84,2.1,4276,50Ml,Dry,Unisex,Bottle,Hyaluronic Acid,True,France,50.0,2.6568,17.55811492727651,0,1,Powder Hyaluronic Acid Dry Bottle
159,Perfect Contour,Farsali,Cleanser,Occasional,70.92,2.0,5971,200Ml,Dry,Unisex,Tube,Glycerin,True,France,200.0,0.3546,17.38967431731816,2,2,Cleanser Glycerin Dry Tube
160,Divine Setting Spray,Bite Beauty,Serum,Daily,46.21,4.5,8829,50Ml,Dry,Female,Spray,Hyaluronic Acid,True,Germany,50.0,0.9242,40.88659632119103,0,3,Serum Hyaluronic Acid Dry Spray
161,Super Setting Spray,Ilia Beauty,Cc Cream,Occasional,73.99,2.2,7777,150Ml,Normal,Unisex,Jar,Shea Butter,True,Japan,150.0,0.49326666666666663,19.709919932374525,2,2,Cc Cream Shea Butter Normal Jar
162,Magic Lip Gloss,Kylie Cosmetics,Blush,Occasional,47.86,1.4,7664,50Ml,Normal,Female,Bottle,Vitamin C,True,South Korea,50.0,0.9571999999999999,12.52218770782828,2,2,Blush Vitamin C Normal Bottle
163,Perfect Highlighter,Milk Makeup,Primer,Daily,103.84,3.3,1206,200Ml,Oily,Female,Stick,Hyaluronic Acid,False,Usa,200.0,0.5192,23.416447629621853,0,0,Primer Hyaluronic Acid Oily Stick
164,Perfect Concealer,Juvia’S Place,Moisturizer,Monthly,40.17,2.1,6895,150Ml,Combination,Female,Tube,Salicylic Acid,True,Australia,150.0,0.26780000000000004,18.561263305921415,1,2,Moisturizer Salicylic Acid Combination Tube
165,Magic Lip Liner,Rms Beauty,Contour,Monthly,43.28,3.4,1567,30Ml,Normal,Female,Bottle,Vitamin C,True,Australia,30.0,1.4426666666666668,25.0156910830952,1,0,Contour Vitamin C Normal Bottle
166,Magic Powder,Becca,Concealer,Occasional,108.74,4.0,5921,30Ml,Sensitive,Female,Stick,Aloe Vera,False,Uk,30.0,3.6246666666666667,34.745718034646146,2,3,Concealer Aloe Vera Sensitive Stick
167,Ultra Lip Gloss,Kiehl’S,Eye Shadow,Weekly,78.36,1.9,3534,30Ml,Normal,Male,Tube,Aloe Vera,False,Usa,30.0,2.612,15.52389029882828,3,2,Eye Shadow Aloe Vera Normal Tube
168,Ultra Exfoliator,Laura Mercier,Makeup Remover,Daily,46.74,1.2,6838,200Ml,Sensitive,Female,Jar,Shea Butter,True,Usa,200.0,0.23370000000000002,10.596476161317716,0,2,Makeup Remover Shea Butter Sensitive Jar
169,Super Bb Cream,Rms Beauty,Moisturizer,Weekly,97.76,1.9,7701,150Ml,Combination,Male,Spray,Glycerin,True,Germany,150.0,0.6517333333333334,17.003547097312225,3,1,Moisturizer Glycerin Combination Spray
170,Super Eyeliner,Charlotte Tilbury,Concealer,Weekly,137.54,1.9,2124,50Ml,Combination,Male,Bottle,Glycerin,True,Australia,50.0,2.7508,14.556901454581181,3,1,Concealer Glycerin Combination Bottle
171,Ultra Lip Liner,Morphe,Primer,Occasional,92.26,1.3,9864,200Ml,Dry,Female,Bottle,Hyaluronic Acid,True,Usa,200.0,0.46130000000000004,11.95577294399373,2,1,Primer Hyaluronic Acid Dry Bottle
172,Divine Concealer,Tarte,Lipstick,Monthly,79.18,1.0,7201,150Ml,Combination,Unisex,Compact,Salicylic Acid,False,Italy,150.0,0.5278666666666667,8.882114044208821,1,2,Lipstick Salicylic Acid Combination Compact
173,Perfect Mascara,Colourpop,Blush,Weekly,83.29,2.3,4336,150Ml,Dry,Unisex,Compact,Salicylic Acid,False,Japan,150.0,0.5552666666666667,19.262357730821343,3,1,Blush Salicylic Acid Dry Compact
174,Ultra Primer,Becca,Foundation,Monthly,64.4,4.0,6745,50Ml,Dry,Male,Bottle,Hyaluronic Acid,True,Usa,50.0,1.288,35.26682006248638,1,3,Foundation Hyaluronic Acid Dry Bottle
175,Perfect Exfoliator,E.L.F.,Face Oil,Monthly,133.83,2.5,2589,100Ml,Dry,Male,Jar,Shea Butter,False,Usa,100.0,1.3383,19.648532886733957,1,1,Face Oil Shea Butter Dry Jar
176,Ultra Eyeliner,Bobby Brown,Eyeliner,Monthly,11.24,3.1,8830,50Ml,Sensitive,Female,Spray,Glycerin,False,Uk,50.0,0.2248,28.16667296615329,1,2,Eyeliner Glycerin Sensitive Spray
177,Super Eye Shadow,Patrick Ta,Mascara,Daily,23.43,4.8,5322,250Ml,Dry,Unisex,Spray,Salicylic Acid,False,Uk,250.0,0.09372,41.18300319922924,0,3,Mascara Salicylic Acid Dry Spray
178,Magic Mascara,Urban Decay,Bb Cream,Weekly,57.18,2.1,1421,100Ml,Oily,Unisex,Stick,Glycerin,True,Uk,100.0,0.5718,15.245621181762692,3,2,Bb Cream Glycerin Oily Stick
179,Divine Primer,Kiehl’S,Serum,Weekly,102.88,4.6,9311,50Ml,Oily,Male,Stick,Hyaluronic Acid,False,Usa,50.0,2.0576,42.0396721818676,3,3,Serum Hyaluronic Acid Oily Stick
180,Perfect Concealer,Becca,Powder,Monthly,142.44,4.2,451,100Ml,Combination,Male,Spray,Hyaluronic Acid,False,Usa,100.0,1.4243999999999999,25.677465155295373,1,0,Powder Hyaluronic Acid Combination Spray
181,Perfect Lip Liner,Laura Mercier,Concealer,Monthly,39.89,4.6,3914,200Ml,Normal,Male,Stick,Aloe Vera,False,South Korea,200.0,0.19945000000000002,38.053824798754555,1,0,Concealer Aloe Vera Normal Stick
182,Super Exfoliator,Drunk Elephant,Lip Liner,Monthly,23.98,1.5,8320,150Ml,Combination,Female,Compact,Salicylic Acid,False,Japan,150.0,0.15986666666666666,13.539806578350646,1,2,Lip Liner Salicylic Acid Combination Compact
183,Super Eyeliner,Kvd Beauty,Face Mask,Occasional,112.59,4.7,7668,200Ml,Oily,Female,Bottle,Vitamin C,False,Italy,200.0,0.5629500000000001,42.04122508649484,2,3,Face Mask Vitamin C Oily Bottle
184,Super Makeup Remover,Anastasia Beverly Hills,Exfoliator,Daily,148.49,1.1,3368,100Ml,Dry,Unisex,Spray,Retinol,False,France,100.0,1.4849,8.93460836774721,0,1,Exfoliator Retinol Dry Spray
185,Perfect Eye Shadow,Glossier,Bb Cream,Monthly,33.77,4.3,442,30Ml,Combination,Unisex,Jar,Shea Butter,True,South Korea,30.0,1.1256666666666668,26.20235001119408,1,0,Bb Cream Shea Butter Combination Jar
186,Ultra Cleanser,Ilia Beauty,Face Oil,Daily,27.29,3.5,6783,30Ml,Oily,Unisex,Tube,Hyaluronic Acid,False,France,30.0,0.9096666666666666,30.878127621151084,0,3,Face Oil Hyaluronic Acid Oily Tube
187,Perfect Lip Liner,Charlotte Tilbury,Face Oil,Monthly,147.41,4.5,2448,30Ml,Oily,Female,Stick,Retinol,True,France,30.0,4.913666666666667,35.115457756284755,1,0,Face Oil Retinol Oily Stick
188,Magic Setting Spray,Huda Beauty,Bronzer,Occasional,45.24,1.6,9014,150Ml,Sensitive,Female,Tube,Vitamin C,False,Australia,150.0,0.30160000000000003,14.57063221701987,2,2,Bronzer Vitamin C Sensitive Tube
189,Perfect Mascara,Perricone Md,Contour,Daily,13.42,1.3,6389,50Ml,Sensitive,Female,Jar,Glycerin,True,Australia,50.0,0.26839999999999997,11.391236411583053,0,2,Contour Glycerin Sensitive Jar
190,Magic Serum,Tatcha,Bb Cream,Occasional,44.25,3.6,7779,200Ml,Sensitive,Male,Jar,Shea Butter,False,Japan,200.0,0.22125,32.253521821820776,2,3,Bb Cream Shea Butter Sensitive Jar
191,Magic Highlighter,Too Faced,Face Oil,Weekly,100.75,2.0,270,250Ml,Sensitive,Female,Bottle,Salicylic Acid,True,South Korea,250.0,0.403,11.204237641759402,3,1,Face Oil Salicylic Acid Sensitive Bottle
192,Divine Moisturizer,E.L.F.,Highlighter,Weekly,40.73,2.9,4891,200Ml,Dry,Female,Compact,Shea Butter,True,Italy,200.0,0.20365,24.63653384074048,3,2,Highlighter Shea Butter Dry Compact
193,Magic Contour,Juvia’S Place,Highlighter,Daily,82.79,2.2,2172,30Ml,Normal,Female,Bottle,Salicylic Acid,False,Australia,30.0,2.759666666666667,16.904500756564147,0,1,Highlighter Salicylic Acid Normal Bottle
194,Super Concealer,Milk Makeup,Concealer,Occasional,129.35,4.8,2964,100Ml,Combination,Unisex,Tube,Shea Butter,True,Uk,100.0,1.2934999999999999,38.37423509487276,2,0,Concealer Shea Butter Combination Tube
195,Magic Lipstick,Rms Beauty,Mascara,Weekly,76.05,1.4,9536,200Ml,Normal,Unisex,Compact,Hyaluronic Acid,False,Australia,200.0,0.38025,12.828107949410477,3,2,Mascara Hyaluronic Acid Normal Compact
196,Divine Cc Cream,Bobby Brown,Cleanser,Daily,123.79,2.0,8183,250Ml,Sensitive,Unisex,Stick,Salicylic Acid,True,Italy,250.0,0.49516000000000004,18.019872615262926,0,1,Cleanser Salicylic Acid Sensitive Stick
197,Ultra Lipstick,Bobby Brown,Moisturizer,Daily,113.13,3.6,138,200Ml,Sensitive,Female,Jar,Retinol,True,Germany,200.0,0.56565,17.76410615927049,0,0,Moisturizer Retinol Sensitive Jar
198,Perfect Setting Spray,Pat Mcgrath Labs,Highlighter,Weekly,27.41,1.6,6213,100Ml,Oily,Male,Jar,Salicylic Acid,False,Usa,100.0,0.2741,13.975296143924789,3,2,Highlighter Salicylic Acid Oily Jar
199,Ultra Eyeliner,Huda Beauty,Eyeliner,Weekly,89.35,2.1,7837,100Ml,Oily,Female,Bottle,Vitamin C,False,Australia,100.0,0.8935,18.830151855395112,3,1,Eyeliner Vitamin C Oily Bottle
200,Magic Face Oil,Laura Mercier,Face Oil,Daily,108.45,4.9,7641,200Ml,Sensitive,Female,Spray,Salicylic Acid,False,Australia,200.0,0.54225,43.81293167723354,0,3,Face Oil Salicylic Acid Sensitive Spray
201,Ultra Cc Cream,Bite Beauty,Makeup Remover,Daily,55.75,3.6,6536,100Ml,Dry,Male,Stick,Salicylic Acid,False,Italy,100.0,0.5575,31.626841045005825,0,3,Makeup Remover Salicylic Acid Dry Stick
202,Super Face Oil,Kvd Beauty,Bronzer,Weekly,148.58,2.8,93,250Ml,Normal,Unisex,Jar,Glycerin,False,France,250.0,0.5943200000000001,12.72122539035601,3,1,Bronzer Glycerin Normal Jar
203,Ultra Blush,Kiehl’S,Contour,Weekly,115.69,2.2,4621,150Ml,Oily,Unisex,Stick,Hyaluronic Acid,True,Usa,150.0,0.7712666666666667,18.564882139835518,3,1,Contour Hyaluronic Acid Oily Stick
204,Super Face Mask,Too Faced,Concealer,Occasional,71.83,1.8,870,200Ml,Oily,Male,Tube,Hyaluronic Acid,True,France,200.0,0.35914999999999997,12.185355558334505,2,2,Concealer Hyaluronic Acid Oily Tube
205,Divine Cleanser,Kvd Beauty,Exfoliator,Weekly,48.37,2.8,5551,250Ml,Combination,Female,Stick,Hyaluronic Acid,True,Uk,250.0,0.19347999999999999,24.141357806122592,3,2,Exfoliator Hyaluronic Acid Combination Stick
206,Super Highlighter,Rare Beauty,Bb Cream,Monthly,130.52,1.3,662,250Ml,Combination,Female,Spray,Vitamin C,True,South Korea,250.0,0.52208,8.445807487241622,1,1,Bb Cream Vitamin C Combination Spray
207,Perfect Mascara,Perricone Md,Cleanser,Monthly,24.44,2.6,5826,200Ml,Dry,Unisex,Spray,Vitamin C,False,South Korea,200.0,0.1222,22.542669674571997,1,2,Cleanser Vitamin C Dry Spray
208,Ultra Eyeliner,Kiehl’S,Lip Gloss,Monthly,136.35,2.1,9142,250Ml,Normal,Unisex,Jar,Aloe Vera,False,Germany,250.0,0.5454,19.153562060145294,1,1,Lip Gloss Aloe Vera Normal Jar
209,Super Face Oil,Kiehl’S,Lip Gloss,Monthly,21.42,4.3,461,50Ml,Combination,Unisex,Stick,Salicylic Acid,False,Italy,50.0,0.42840000000000006,26.382929031651475,1,0,Lip Gloss Salicylic Acid Combination Stick
210,Divine Primer,Hourglass,Face Oil,Daily,18.3,1.5,7630,250Ml,Combination,Unisex,Compact,Retinol,True,Italy,250.0,0.0732,13.409961265934449,0,2,Face Oil Retinol Combination Compact
211,Perfect Bb Cream,Patrick Ta,Mascara,Occasional,53.85,1.7,5979,30Ml,Normal,Unisex,Stick,Aloe Vera,True,South Korea,30.0,1.7950000000000002,14.783498939805952,2,2,Mascara Aloe Vera Normal Stick
212,Perfect Lip Liner,Hourglass,Setting Spray,Weekly,51.03,4.0,3838,150Ml,Dry,Unisex,Jar,Hyaluronic Acid,True,Germany,150.0,0.3402,33.01186878000319,3,0,Setting Spray Hyaluronic Acid Dry Jar
213,Divine Setting Spray,Juvia’S Place,Serum,Occasional,15.99,3.3,6559,200Ml,Combination,Female,Compact,Glycerin,False,Australia,200.0,0.07995000000000001,29.002861410395845,2,2,Serum Glycerin Combination Compact
214,Magic Lip Liner,Nars,Cc Cream,Weekly,100.05,1.1,743,50Ml,Dry,Male,Spray,Hyaluronic Acid,False,Germany,50.0,2.001,7.273245138316401,3,1,Cc Cream Hyaluronic Acid Dry Spray
215,Super Mascara,Hourglass,Lip Gloss,Occasional,95.4,4.0,2192,150Ml,Oily,Male,Bottle,Glycerin,False,South Korea,150.0,0.636,30.772102993671552,2,0,Lip Gloss Glycerin Oily Bottle
216,Ultra Cleanser,Nars,Powder,Occasional,52.06,3.7,8047,50Ml,Combination,Female,Tube,Aloe Vera,False,Japan,50.0,1.0412000000000001,33.27476190165623,2,3,Powder Aloe Vera Combination Tube
217,Magic Highlighter,Charlotte Tilbury,Mascara,Daily,110.71,2.2,5384,50Ml,Dry,Unisex,Compact,Retinol,False,Australia,50.0,2.2142,18.901019697099077,0,1,Mascara Retinol Dry Compact
218,Perfect Foundation,Fenty Beauty,Moisturizer,Occasional,31.89,3.2,6463,250Ml,Normal,Female,Spray,Salicylic Acid,False,Germany,250.0,0.12756,28.07681152064298,2,2,Moisturizer Salicylic Acid Normal Spray
219,Divine Cleanser,Tarte,Bronzer,Monthly,58.92,4.2,3820,30Ml,Combination,Unisex,Tube,Glycerin,False,Uk,30.0,1.964,34.64272327927698,1,0,Bronzer Glycerin Combination Tube
220,Super Highlighter,Pat Mcgrath Labs,Exfoliator,Daily,54.65,4.9,7666,200Ml,Oily,Female,Tube,Glycerin,False,Uk,200.0,0.27325,43.82893534943859,0,3,Exfoliator Glycerin Oily Tube
221,Perfect Highlighter,Perricone Md,Cleanser,Daily,148.17,2.0,6541,50Ml,Combination,Unisex,Bottle,Hyaluronic Acid,True,South Korea,50.0,2.9633999999999996,17.571996416196658,0,1,Cleanser Hyaluronic Acid Combination Bottle
222,Perfect Lip Gloss,Ilia Beauty,Foundation,Monthly,119.22,2.8,8082,250Ml,Normal,Unisex,Stick,Hyaluronic Acid,True,France,250.0,0.47687999999999997,25.193051435254763,1,1,Foundation Hyaluronic Acid Normal Stick
223,Divine Cc Cream,Tarte,Eye Shadow,Daily,143.59,1.2,9635,50Ml,Combination,Female,Jar,Shea Butter,False,South Korea,50.0,2.8718,11.007913636481714,0,1,Eye Shadow Shea Butter Combination Jar
224,Divine Eye Shadow,Colourpop,Lip Gloss,Occasional,116.47,3.6,9048,200Ml,Combination,Female,Bottle,Retinol,True,Uk,200.0,0.58235,32.797474320064076,2,3,Lip Gloss Retinol Combination Bottle
225,Ultra Eye Shadow,Kiehl’S,Blush,Weekly,35.66,2.7,3081,100Ml,Normal,Male,Jar,Glycerin,False,Italy,100.0,0.3566,21.690001842876168,3,2,Blush Glycerin Normal Jar
226,Perfect Primer,Juvia’S Place,Mascara,Weekly,37.4,2.6,5029,250Ml,Sensitive,Female,Bottle,Retinol,False,Germany,250.0,0.14959999999999998,22.160255684043843,3,2,Mascara Retinol Sensitive Bottle
227,Super Contour,Glossier,Makeup Remover,Occasional,144.29,3.0,1718,200Ml,Combination,Male,Compact,Vitamin C,False,Usa,200.0,0.7214499999999999,22.348494016148546,2,1,Makeup Remover Vitamin C Combination Compact
228,Perfect Contour,Sisley,Blush,Weekly,104.34,1.9,401,30Ml,Sensitive,Male,Jar,Shea Butter,False,Australia,30.0,3.478,11.39325896837614,3,1,Blush Shea Butter Sensitive Jar
229,Magic Cleanser,Anastasia Beverly Hills,Concealer,Monthly,84.07,3.8,3362,100Ml,Dry,Female,Spray,Shea Butter,True,South Korea,100.0,0.8406999999999999,30.858237104613025,1,0,Concealer Shea Butter Dry Spray
230,Ultra Mascara,Tatcha,Bronzer,Weekly,104.9,4.5,6379,100Ml,Normal,Female,Tube,Shea Butter,False,Usa,100.0,1.0490000000000002,39.42415519352476,3,3,Bronzer Shea Butter Normal Tube
231,Super Bb Cream,Shiseido,Concealer,Daily,131.63,3.6,9990,150Ml,Dry,Female,Spray,Shea Butter,False,South Korea,150.0,0.8775333333333333,33.15398388023887,0,3,Concealer Shea Butter Dry Spray
232,Super Setting Spray,Perricone Md,Foundation,Occasional,114.6,2.4,991,200Ml,Normal,Unisex,Jar,Salicylic Acid,True,South Korea,200.0,0.573,16.559335457483694,2,1,Foundation Salicylic Acid Normal Jar
233,Perfect Lipstick,Tarte,Face Mask,Monthly,40.81,3.8,8723,100Ml,Combination,Unisex,Tube,Hyaluronic Acid,False,Italy,100.0,0.4081,34.48056588382177,1,3,Face Mask Hyaluronic Acid Combination Tube
234,Ultra Lipstick,Huda Beauty,Bronzer,Weekly,11.44,1.8,3305,250Ml,Normal,Male,Jar,Salicylic Acid,True,Germany,250.0,0.045759999999999995,14.586289701085745,3,2,Bronzer Salicylic Acid Normal Jar
235,Magic Eye Shadow,Kvd Beauty,Cc Cream,Weekly,127.76,2.3,8587,100Ml,Normal,Female,Stick,Hyaluronic Acid,False,Australia,100.0,1.2776,20.833678665696944,3,1,Cc Cream Hyaluronic Acid Normal Stick
236,Ultra Blush,It Cosmetics,Lipstick,Occasional,76.92,1.3,9889,250Ml,Dry,Male,Jar,Shea Butter,True,South Korea,250.0,0.30768,11.959063252001787,2,2,Lipstick Shea Butter Dry Jar
